scene,speaker,system,round,accepted,mean_variance,margin,vad_coverage,artifact_score,reason
61-70968-0004_1284-1180-0005_2094-142345-0006,s3,coarse_to_fine,1,True,0.00015223769834202665,0.12746245208684615,1.0,0.3355441052782328,accepted
7021-85628-0018_2961-960-0002_4446-2275-0028,s1,gated_deflation,0,True,0.0,0.4321084475314737,1.0,0.7282419409503663,accepted
7021-85628-0018_2961-960-0002_4446-2275-0028,s2,gated_deflation,0,True,0.0001718648995915539,0.4016091037049329,1.0,0.554187253455306,accepted
7021-85628-0018_2961-960-0002_4446-2275-0028,s3,gated_deflation,0,False,0.0,0.09367962876058747,1.0,0.90350920779226,margin
7021-85628-0018_2961-960-0002_4446-2275-0028,s1,coarse_to_fine,0,True,0.0,0.38796049253064013,1.0,0.44621290508884864,accepted
7021-85628-0018_2961-960-0002_4446-2275-0028,s2,coarse_to_fine,0,False,0.0001718648995915539,-0.17071619184296705,1.0,0.47983360596483,margin
7021-85628-0018_2961-960-0002_4446-2275-0028,s3,coarse_to_fine,0,False,0.0,0.09070058317653687,1.0,0.48084591264369475,margin
7021-85628-0018_2961-960-0002_4446-2275-0028,s1,coarse_to_fine,1,True,0.0,0.636400737195649,1.0,0.46301554478490353,accepted
7021-85628-0018_2961-960-0002_4446-2275-0028,s2,coarse_to_fine,1,False,0.0001718648995915539,-0.34653390651229027,1.0,0.47983360596483,margin
7021-85628-0018_2961-960-0002_4446-2275-0028,s3,coarse_to_fine,1,False,0.0,0.02444086233964604,1.0,0.48084591264369475,margin
8455-210777-0065_4507-16021-0035_2961-960-0007,s1,gated_deflation,0,True,0.0,0.3772899260016442,1.0,0.7570645977829272,accepted
8455-210777-0065_4507-16021-0035_2961-960-0007,s2,gated_deflation,0,False,0.0,-0.1562034412083083,0.9224560061208875,0.47357217960947046,margin
8455-210777-0065_4507-16021-0035_2961-960-0007,s3,gated_deflation,0,True,0.0,0.33038619117599616,0.9433052792654935,0.49990932348482,accepted
8455-210777-0065_4507-16021-0035_2961-960-0007,s1,coarse_to_fine,0,False,0.0,-0.12111564296764457,1.0,0.42002107928498855,margin
8455-210777-0065_4507-16021-0035_2961-960-0007,s2,coarse_to_fine,0,False,0.0,-0.29518272805932944,0.9395371078806427,0.3147284881413108,margin
8455-210777-0065_4507-16021-0035_2961-960-0007,s3,coarse_to_fine,0,True,0.0,0.26045699114117327,0.986381025248661,0.355855933738402,accepted
8455-210777-0065_4507-16021-0035_2961-960-0007,s1,coarse_to_fine,1,False,0.0,-0.35641555262678637,1.0,0.42002107928498855,margin
