scene,speaker,m,population,mean_variance,margin,vad_coverage,artifact_score
long_00005_8297-1462-2078,s2,3,clean_correct,0.0,0.34065364629050926,0.7725396389384852,0.7519090001778872
long_00005_8297-1462-2078,s2,3,clean_swapped,0.0,-0.02399097074795109,0.4170405469334188,0.8331654993854113
long_00005_8297-1462-2078,s3,3,honest,0.0,0.49255605149230736,1.0,0.7194930560559466
long_00005_8297-1462-2078,s3,3,correct,0.0,0.49255605149230736,1.0,0.7194930560559466
long_00005_8297-1462-2078,s3,3,contaminated,0.0,0.49255605149230736,1.0,0.7194930560559466
long_00005_8297-1462-2078,s3,3,swapped,0.0,0.440930365280755,0.9464214414054701,0.7022866211895811
long_00005_8297-1462-2078,s3,3,clean_correct,0.0,0.5324848542637672,1.0,0.7092999632407024
long_00005_8297-1462-2078,s3,3,clean_swapped,0.0,0.38503840362975583,0.7786151593797831,0.7086027105623559
long_00006_1272-6313-3000,s1,3,honest,0.0,0.3916138559609782,0.8689849562985347,0.7434687585210816
long_00006_1272-6313-3000,s1,3,correct,0.0,0.3916138559609782,0.8689849562985347,0.7434687585210816
long_00006_1272-6313-3000,s1,3,contaminated,0.0,0.3916138559609782,0.8689849562985347,0.7434687585210816
long_00006_1272-6313-3000,s1,3,swapped,0.0,0.3735808898206076,0.9748838418299379,0.752235335146888
long_00006_1272-6313-3000,s1,3,clean_correct,0.0,0.4805200353233124,0.7654011112194171,0.7409740133082372
long_00006_1272-6313-3000,s1,3,clean_swapped,0.0,0.3903474945899492,0.0009828768236020404,0.8184703986913601
long_00006_1272-6313-3000,s2,3,honest,0.0,0.4876773085758824,0.9830008210180624,0.8221047312626169
long_00006_1272-6313-3000,s2,3,correct,0.0,0.4876773085758824,0.9830008210180624,0.8221047312626169
long_00006_1272-6313-3000,s2,3,contaminated,1.97933410622018e-05,0.4876773085758824,0.9830008210180624,0.8221047312626169
long_00006_1272-6313-3000,s2,3,swapped,0.0,0.2315385286301747,0.8626313628899835,0.7738425430751475
long_00006_1272-6313-3000,s2,3,clean_correct,0.0,0.5929816016471562,0.8161412151067323,0.8003636009954604
long_00006_1272-6313-3000,s2,3,clean_swapped,0.0,0.32785233465488284,0.3884072249589491,0.8440894766602944
long_00006_1272-6313-3000,s3,3,honest,0.0,0.5975904340410365,0.9449424028151246,0.7223758622403491
long_00006_1272-6313-3000,s3,3,correct,0.0,0.5975904340410365,0.9449424028151246,0.7223758622403491
long_00006_1272-6313-3000,s3,3,contaminated,0.0,0.5975904340410365,0.9449424028151246,0.7223758622403491
long_00006_1272-6313-3000,s3,3,swapped,0.0,0.5698591487401515,0.9891777047438834,0.7376209572210193
long_00006_1272-6313-3000,s3,3,clean_correct,0.0,0.6521569531152676,0.6797961690402682,0.7063130629698083
long_00006_1272-6313-3000,s3,3,clean_swapped,0.0,0.4834943049515188,0.8473176642432693,0.7284327548476802
long_00007_1673-5694-174,s1,3,honest,0.0,0.6030002092150992,0.9590010251429805,0.7317592527216722
long_00007_1673-5694-174,s1,3,correct,0.0,0.6030002092150992,0.9590010251429805,0.7317592527216722
long_00007_1673-5694-174,s1,3,contaminated,0.0,0.6030002092150992,0.9590010251429805,0.7317592527216722
long_00007_1673-5694-174,s1,3,swapped,0.0,0.5825012717566094,0.9819251106075321,0.7311181785630683
long_00007_1673-5694-174,s1,3,clean_correct,0.0,0.6293728003319057,0.8138488723427215,0.7332767547155504
long_00007_1673-5694-174,s1,3,clean_swapped,0.0,0.5791660642530881,0.0008497895759145355,0.8141073629061996
long_00007_1673-5694-174,s2,3,honest,0.0,0.1615889832417734,0.9876317113597348,0.7562771167804871
long_00007_1673-5694-174,s2,3,correct,0.0,0.1615889832417734,0.9876317113597348,0.7562771167804871
long_00007_1673-5694-174,s2,3,contaminated,0.00010662767286416295,0.1615889832417734,0.9876317113597348,0.7562771167804871
long_00007_1673-5694-174,s2,3,swapped,0.0,-0.044530573353138314,0.9653110755934411,0.7747917381059901
long_00007_1673-5694-174,s2,3,clean_correct,0.0,0.5315402813075732,0.9266375125791748,0.7391595489216479
long_00007_1673-5694-174,s2,3,clean_swapped,0.0,-0.2133682039899299,0.4597318415911916,0.8368575953788867
long_00007_1673-5694-174,s3,3,honest,0.0,0.47914730669023003,0.9925829399423026,0.766906989781478
long_00007_1673-5694-174,s3,3,correct,0.0,0.47914730669023003,0.9925829399423026,0.766906989781478
